payment_id,booking_id,amount,payment_date
154995,774057,2274.52,2023-05-26
529287,516874,1794.98,2022-10-21
385810,984686,245.30,2023-01-05
437664,368437,9211.52,2022-11-12
639930,680165,5550.44,2022-12-13
987945,361794,2009.46,2023-06-01
355531,991006,8681.92,2023-01-28
640010,462096,3231.39,2022-12-09
424126,201504,9473.02,2023-04-29
243672,752820,9751.16,2022-10-21
931201,940464,9012.56,2022-11-03
855884,595375,4434.62,2023-04-01
541636,621151,8386.76,2023-07-01
138726,467885,2606.01,2023-07-28
691475,643950,7837.12,2023-05-10
813053,935427,8907.62,2023-02-11
236054,514657,3652.53,2023-07-12
202286,588016,8855.14,2023-04-09
917598,463899,5650.00,2023-02-07
467594,806991,5156.47,2022-10-25
84566,680331,7143.10,2023-07-10
836861,338013,3616.38,2022-12-02
686582,513781,4904.98,2023-06-05
114282,359648,1650.87,2022-11-17
517420,620489,4983.97,2023-03-15
425315,401918,2313.37,2023-06-25
895260,889135,1643.24,2022-09-02
401868,435553,9639.22,2022-09-22
321029,490455,3983.52,2023-05-22
718262,881701,2217.55,2022-09-24
927541,955374,6711.86,2023-03-15
883331,46225,4101.38,2022-11-21
455673,944565,6051.99,2022-08-28
673142,94143,9941.25,2023-03-31
903250,523840,391.75,2023-05-15
431804,222355,936.72,2022-11-16
20054,582872,9676.57,2023-07-30
438943,601386,5495.62,2022-09-21
382334,542351,7070.33,2022-08-17
44705,510057,98.29,2023-02-01
750942,959868,5396.46,2023-07-12
131748,184849,1143.76,2022-10-17
404227,548876,5316.21,2023-06-07
780673,531477,1475.24,2023-07-29
564534,837646,6461.14,2022-08-19
822178,799667,4297.08,2023-05-25
340435,501774,6852.05,2023-07-26
963495,640155,8080.45,2023-04-21
818942,558141,3655.02,2022-09-12
428007,138866,7261.23,2023-03-16
899737,204889,6087.83,2022-08-31
616972,66503,1942.07,2023-05-01
146040,274127,9302.05,2023-01-11
355151,584011,3099.31,2022-09-06
632588,289124,6385.99,2023-01-28
68492,436270,2411.11,2023-07-03
926446,368255,1978.10,2022-11-10
971256,658085,7218.65,2023-02-05
550634,660166,6861.26,2023-04-16
901434,825803,3591.76,2023-01-01
32432,356186,6636.70,2023-07-15
903462,620610,1780.37,2023-04-12
559927,443781,78.21,2023-04-22
840036,947376,6981.44,2023-03-16
984979,500103,7929.07,2022-11-20
843038,544815,556.03,2023-02-02
196120,980358,9668.17,2023-02-08
767957,994782,4839.00,2022-12-26
228064,257164,7545.72,2022-10-30
342940,73570,4954.90,2022-12-11
326632,773437,687.69,2023-04-27
906723,647675,1636.74,2022-08-31
742923,3697,7579.76,2022-11-21
802514,887683,9024.05,2022-12-30
116660,400550,1239.67,2023-01-10
186611,953529,7364.20,2022-11-24
764045,369288,3976.42,2023-03-16
265790,249164,4635.11,2022-11-27
452062,699906,2389.98,2023-06-07
753548,369196,4731.56,2022-11-02
64914,808904,883.05,2023-02-09
225643,327400,7082.59,2023-05-03
124129,603908,2769.86,2022-09-07
783197,188561,4598.92,2023-02-19
53130,416848,4421.06,2022-09-21
169349,435553,2703.68,2023-07-25
38128,709128,4848.46,2023-03-17
963193,513781,1009.55,2022-10-16
902815,250507,8462.90,2023-07-01
902703,966305,728.93,2022-10-29
7072,325237,5781.36,2022-12-30
732589,673211,6595.33,2022-11-14
119682,745750,1863.92,2023-06-25
133877,637885,8338.49,2022-12-29
811004,109119,1206.56,2022-11-30
277328,381597,5932.80,2023-01-29
14329,216880,8069.75,2023-06-06
237955,871401,9494.66,2023-04-14
256214,418000,506.31,2023-02-04
291141,372572,5262.64,2023-05-13
152142,148220,9785.36,2023-05-18
318418,672201,9097.10,2022-09-23
692445,526984,9978.35,2022-10-08
370694,503466,3859.29,2022-12-24
449132,387711,6549.75,2022-10-02
972870,911029,244.04,2022-12-21
312540,619224,5640.38,2023-05-29
678729,125884,921.23,2023-02-15
640815,770745,5802.82,2023-05-03
846945,899540,6774.41,2023-07-02
926686,734391,2526.27,2023-07-17
899099,418547,8331.70,2022-09-23
649017,293044,4397.28,2023-06-08
170728,595732,2429.03,2023-05-21
625087,606224,1898.97,2023-07-30
189105,421980,6771.97,2023-08-04
899048,390564,6768.21,2023-04-16
791421,692615,367.20,2022-08-17
116559,503466,192.86,2023-07-19
1540,886569,8834.03,2022-08-24
733765,845826,3196.01,2023-02-08
648383,837646,7673.30,2023-05-09
723908,952656,8000.45,2022-12-20
765025,599629,4699.03,2023-04-24
830986,938291,6495.82,2023-02-13
309203,66406,6902.73,2023-02-17
918639,161279,4859.64,2022-08-07
641374,608355,5447.07,2023-02-08
929285,246429,6541.50,2022-12-14
157489,614088,4736.93,2022-08-13
165634,113132,7435.24,2022-10-13
685525,501099,3731.38,2023-03-12
394419,978047,3688.50,2023-05-18
808424,452423,5251.50,2022-11-28
109347,188905,9797.45,2023-07-10
272676,845645,1027.29,2022-11-16
290143,199555,6935.89,2023-06-24
478228,979155,5185.02,2022-12-12
293532,153387,2355.59,2023-06-13
242832,224703,7854.96,2022-10-17
223062,720567,40.49,2022-08-21
87605,153576,9856.40,2022-12-06
937016,168413,6929.93,2022-09-23
24998,655020,3294.23,2023-06-06
41557,507773,5816.52,2023-01-26
706671,689452,6119.58,2022-10-16
812027,621151,851.97,2023-01-11
39611,447053,3184.35,2022-08-19
425509,947376,5917.82,2022-10-20
298693,154984,1568.30,2023-05-27
604194,849916,8766.10,2023-06-17
391359,104001,5842.69,2023-06-15
143976,146185,7756.76,2023-06-19
590613,430097,4509.31,2023-02-21
397422,372216,635.79,2023-04-07
534549,896865,2450.04,2022-08-18
147003,283673,7714.04,2023-05-07
74382,396449,5903.01,2023-04-16
158135,640954,6452.26,2022-10-29
451738,439674,8672.51,2023-05-26
529539,303854,5515.99,2023-07-29
344033,481377,5377.20,2023-06-06
824901,392800,5098.22,2023-03-27
604605,973407,316.69,2022-09-02
995206,167358,6299.26,2023-01-07
40932,54126,4674.99,2023-01-27
982323,365277,3971.59,2022-09-25
911989,47279,8615.61,2022-08-30
852220,676617,1757.22,2022-11-23
679041,595201,5658.30,2022-09-04
951420,308320,5517.71,2023-01-09
534763,793960,1891.96,2023-02-10
527406,607710,1293.95,2023-03-27
835001,928329,9183.14,2022-09-13
376312,348905,765.77,2022-12-24
176657,97063,2191.67,2023-01-17
121365,842168,8847.26,2022-12-27
594920,964165,726.72,2023-04-17
300511,441115,4008.30,2023-05-21
228553,44188,3808.41,2023-01-11
859426,128918,1566.17,2023-06-28
527370,5128,6956.64,2022-10-16
207596,301248,1776.17,2022-10-31
134591,751891,574.39,2023-02-05
49682,370800,5253.28,2023-07-03
706744,40430,4199.34,2022-12-11
130171,841332,7199.64,2022-10-08
272961,39747,5929.93,2022-10-08
957779,919876,1252.47,2023-08-04
143747,371490,9277.47,2022-10-07
36906,71101,1448.10,2022-12-19
571039,547228,7977.03,2023-02-19
745277,686867,2021.18,2022-12-08
938021,995555,8602.72,2023-02-23
47508,483552,1682.00,2023-04-16
356236,553503,377.08,2023-01-11
367331,644734,250.33,2023-05-23
979204,906887,4770.91,2023-06-10
634436,294410,2262.77,2022-10-02
378935,55987,4503.98,2023-01-30
716570,526743,9072.22,2023-03-08
143859,325934,7265.41,2023-02-16
374889,561189,9736.64,2023-03-21
375883,546157,1447.55,2022-10-08
317835,790490,9506.09,2022-12-28
377318,325237,5617.64,2023-02-04
750373,621540,622.67,2022-10-04
62609,350015,6666.30,2023-02-20
553615,953065,6993.48,2022-09-03
187757,827853,6616.49,2022-09-06
766008,375465,2490.15,2023-07-23
401470,593383,3883.97,2023-04-02
555239,988177,7362.14,2022-08-20
243110,47334,2971.29,2023-07-24
951868,89223,9690.23,2023-05-22
208689,87643,4487.48,2023-04-03
515409,544815,5926.95,2023-03-30
652728,57655,4029.13,2022-09-01
274486,299061,6965.91,2023-08-05
165957,200815,1336.25,2022-08-10
248744,938291,783.76,2022-09-27
50849,612257,8835.90,2023-07-10
236286,238725,2458.84,2022-09-07
499947,361521,5526.19,2023-01-01
777703,754805,8458.92,2022-10-27
14541,800654,109.24,2022-08-24
627116,29276,2993.52,2023-05-19
465737,147721,4342.51,2022-08-17
121176,793393,346.38,2022-10-25
882426,287840,4792.31,2022-08-29
151205,232287,5995.71,2023-02-14
894717,3937,2565.78,2023-05-04
525347,181643,8940.36,2023-03-26
505581,570470,5718.12,2022-08-09
378988,584477,4761.37,2022-09-09
800066,332069,9035.29,2022-12-18
746347,234286,3498.16,2023-02-14
257961,623647,5716.42,2023-07-18
1496,46469,8826.40,2023-05-01
838820,581655,7661.59,2022-11-07
980234,363875,4908.33,2023-01-30
160708,802918,7717.02,2023-01-22
485408,873456,5491.32,2023-02-24
6365,427875,2823.89,2023-07-10
12816,469747,6460.66,2023-02-15
735231,799257,7604.99,2023-07-25
575754,224228,760.51,2022-11-20
129183,426764,5175.27,2023-01-27
210111,160046,6953.31,2022-09-18
904723,360874,2522.20,2023-06-05
529888,257095,1372.65,2023-03-27
140645,808159,2492.07,2023-06-20
243433,128300,1190.06,2023-01-23
612824,385009,6037.16,2023-06-07
659565,451950,6020.46,2022-09-02
276619,663851,3897.36,2023-02-22
268737,503466,8298.01,2022-08-18
311285,465719,6938.78,2022-09-12
50196,902968,1894.20,2023-05-21
771361,279806,479.13,2022-11-27
323713,876033,1637.00,2023-05-29
251278,241259,5514.14,2022-08-21
834464,813397,7025.67,2022-10-12
741201,980886,1811.60,2023-07-23
979741,255849,6049.10,2023-06-24
243560,293044,4147.30,2022-11-29
839816,794231,4806.97,2022-09-18
685289,441299,3102.16,2023-03-11
361006,125884,9261.40,2023-04-27
177122,77189,2137.09,2022-08-09
714228,54138,5429.02,2022-08-22
243603,896520,1101.60,2022-10-25
302659,493319,1362.77,2023-01-07
935299,570684,2565.34,2022-09-15
20886,347114,5486.37,2022-11-20
272487,369196,9073.92,2023-03-02
618346,998955,3403.40,2022-10-03
652968,826755,1731.44,2023-02-01
652571,824331,2020.05,2023-04-15
523724,824752,513.22,2023-03-17
475439,853289,7911.29,2023-02-28
907470,222355,297.12,2023-03-28
913734,697882,3148.03,2023-07-25
89237,488287,5877.31,2023-04-01
784154,746332,1009.93,2023-07-05
165522,429860,6809.39,2023-05-11
812713,478230,6662.30,2023-04-30
983443,689392,3401.86,2023-05-30
381490,308467,9564.18,2023-03-10
274153,855291,1375.41,2023-05-08
15894,892612,8616.52,2023-04-03
542390,436411,8550.68,2023-03-21
712969,651421,7141.78,2022-12-19
222506,146242,4200.48,2022-10-16
550380,488287,2018.36,2023-07-15
992908,508018,6704.08,2022-10-02
415054,861386,9577.10,2022-12-13
180266,605335,1946.51,2022-08-19
337027,656156,6328.97,2023-07-09
639959,640505,5347.30,2023-07-19
468649,684752,4.26,2023-06-29
359013,44321,6991.56,2023-03-12
925386,128686,3843.27,2023-02-27
802210,41651,8326.55,2022-08-25
820072,674364,1239.21,2023-01-29
630214,484772,9670.61,2023-05-28
56693,489725,6972.35,2023-02-08
535479,615458,5371.79,2022-09-06
611913,229363,1211.61,2022-08-17
266970,763525,5001.93,2023-01-16
296002,381897,7070.13,2022-09-25
806609,305018,635.52,2023-06-07
802257,138664,9423.09,2022-11-17
32619,917191,7735.35,2023-07-20
643124,20057,8031.94,2022-12-29
492786,538456,5079.45,2022-12-10
596109,810168,5540.11,2023-03-24
808543,469228,9652.20,2023-04-16
551215,984797,8423.81,2023-01-04
607856,606848,2750.94,2023-06-24
402497,271142,4638.39,2023-01-04
4751,730381,3901.31,2023-03-01
783185,339177,5458.76,2023-04-06
258253,241949,1875.74,2023-03-25
431546,589562,9731.91,2023-03-11
978328,332047,4919.93,2023-01-07
190170,751199,3578.10,2023-02-26
30090,282098,4889.58,2023-06-25
56423,133882,9742.40,2022-11-01
501160,281678,3374.65,2023-06-08
441291,313448,5902.97,2022-09-29
92936,703351,6987.34,2022-08-22
437120,354705,7009.90,2022-10-18
583942,148220,3870.38,2022-10-28
272148,672844,5944.42,2022-12-02
672369,733583,3225.36,2022-10-28
793601,502455,2711.01,2023-07-29
643542,695419,7527.01,2022-10-01
300831,501482,2330.39,2023-04-02
122565,7330,628.24,2023-03-31
754549,370934,2533.75,2023-08-04
260532,349844,8029.35,2022-12-02
342208,813825,1789.19,2023-04-28
951730,323356,4603.85,2022-10-28
51110,256319,5136.71,2023-07-25
968519,382834,1324.93,2023-05-24
443287,134358,3594.15,2022-10-27
982456,841332,9620.26,2023-02-10
447247,404034,6441.10,2022-08-19
560713,652127,6225.09,2022-09-16
831487,984605,6222.63,2023-06-02
36096,50259,6330.11,2023-04-16
193296,688778,6046.14,2023-06-27
882521,412845,5338.42,2023-02-20
292224,129906,4187.68,2023-02-18
574707,866269,2634.61,2023-01-07
43156,636059,6351.84,2023-01-21
678876,869053,5992.46,2023-05-08
52404,885134,1661.25,2022-09-05
984166,402452,8164.81,2023-07-06
127189,925385,2700.30,2022-12-21
932204,728826,6306.03,2023-05-15
106051,81762,7382.91,2022-12-13
292074,66406,1049.93,2023-01-19
481656,953529,4406.35,2023-07-31
925293,943364,6890.44,2022-08-08
393676,623647,394.23,2023-06-26
834730,198239,2746.61,2023-02-09
322715,128686,1356.30,2023-07-28
371978,729464,7368.99,2023-05-11
187862,257178,6628.98,2022-11-11
732908,129447,5618.63,2022-09-29
186872,227923,3922.53,2023-03-26
643751,651094,31.89,2023-04-19
343597,361372,6769.25,2022-12-27
420831,749560,686.22,2023-03-29
424122,82802,439.16,2023-01-19
937295,411600,492.35,2022-12-31
489018,6421,6285.86,2023-03-25
553931,442991,5801.84,2022-10-29
628399,980424,7093.32,2022-10-18
81097,143870,165.27,2023-06-19
261282,522363,2170.82,2023-04-08
710202,980023,7185.11,2023-01-25
919289,752820,9687.23,2023-02-05
997825,327088,7734.85,2023-04-19
694085,783280,991.77,2022-09-28
630485,500050,6242.84,2022-09-14
397122,576395,7066.40,2023-07-27
226027,822494,7587.08,2023-01-27
953217,427283,5032.96,2023-07-08
143025,874502,3711.88,2022-11-07
718657,577899,6733.56,2023-05-24
930656,133615,1566.39,2022-10-05
44281,458498,4655.96,2022-09-03
823191,963623,3779.10,2023-02-26
493696,833562,169.95,2022-10-02
901325,376355,7239.98,2022-09-25
66358,899540,7678.44,2022-12-24
389704,601386,3873.29,2022-09-14
358738,588463,6201.51,2023-03-02
766125,589562,8161.79,2023-04-29
438902,346015,3525.02,2023-07-24
406342,56245,5396.38,2022-12-24
240071,772826,5046.36,2023-01-03
678090,785436,7288.31,2023-06-17
710256,200795,6901.89,2023-04-11
747460,110482,4604.86,2023-07-17
155111,896520,8033.33,2022-12-02
68260,698645,4790.26,2023-07-13
746848,166291,1662.19,2023-07-22
590913,864530,482.25,2023-06-21
153649,961903,1565.68,2023-07-04
322125,279806,2250.63,2023-05-02
958624,334411,9639.20,2022-11-08
858057,257433,1912.36,2023-02-27
149318,484772,9756.79,2023-07-06
793657,586613,5461.39,2022-11-06
309556,16462,7725.96,2022-09-13
847765,595793,4636.23,2022-09-02
422638,737361,1579.81,2022-10-12
261162,190422,1897.30,2023-03-24
645758,180795,9404.44,2023-04-09
338349,494576,8076.21,2022-11-21
607477,970016,2707.42,2022-08-09
562434,865757,8315.61,2023-01-29
223096,842473,1515.22,2022-09-11
34889,408331,2713.42,2023-06-14
196048,5613,3100.20,2022-11-18
179660,606224,2076.73,2022-08-27
103423,915927,4733.90,2023-06-25
467386,376355,2681.07,2022-10-05
259432,567313,29.83,2023-04-25
32831,129396,5370.52,2022-11-18
795462,246429,8740.09,2022-10-26
119658,662060,244.95,2023-05-04
76536,66406,7371.36,2023-08-02
649876,309454,5869.66,2023-04-13
195891,57212,5031.59,2023-07-29
855399,222453,3011.45,2023-05-22
192348,224956,6618.10,2022-10-19
824928,81762,2051.71,2023-02-06
278586,836033,2631.98,2023-03-27
192389,265325,3516.24,2022-12-16
731834,402452,7330.90,2023-07-07
345898,729164,7317.30,2022-10-17
740924,332069,7760.30,2023-05-26
41071,280473,5128.22,2023-06-25
929164,87759,9428.14,2022-12-06
590693,224228,2093.01,2022-09-05
693259,313706,5122.99,2022-09-05
657667,46469,2044.00,2023-04-17
74376,408331,4899.77,2022-12-09
451779,650892,7709.72,2023-02-09
978200,489725,6412.55,2023-04-23
414717,837266,404.90,2022-12-25
434180,338507,5886.44,2023-04-16
962651,659059,618.50,2022-10-07
51396,994342,481.09,2023-05-26
733504,861787,6488.25,2023-07-23
314553,738017,515.47,2022-09-01
942908,467885,6996.33,2023-05-10
957407,522363,90.39,2023-02-21
351339,617017,5497.35,2023-01-01
57703,134777,971.74,2022-10-06
985099,279701,2060.70,2022-08-24
558235,806362,6649.05,2022-08-17
215447,592020,7037.81,2023-04-24
754166,526163,5474.55,2022-09-17
536047,836033,4972.25,2022-09-17
508320,472328,2478.62,2023-07-26
508206,978047,7160.48,2022-10-12
813354,684464,5188.41,2023-02-10
598676,128686,9644.00,2023-07-24
473531,846953,4492.80,2022-09-14
557591,643950,4015.70,2022-12-22
198722,266263,6748.57,2022-11-29
754625,356715,1310.53,2023-03-17
985659,426728,1499.06,2022-11-28
603368,852115,13.96,2022-11-06
970685,123046,5570.73,2023-02-15
689650,653631,4702.06,2022-10-10
22440,640018,8623.07,2022-12-17
361815,359465,985.39,2023-01-24
526009,598432,5825.83,2023-08-01
388838,801761,9054.19,2023-04-25
881482,937342,8534.00,2023-02-07
855890,985857,5484.44,2023-02-14
254360,101443,2872.85,2023-04-05
405236,431257,4431.82,2022-09-16
916721,646746,2613.40,2023-07-05
264358,689392,8486.76,2023-06-06
262138,692085,3698.97,2023-04-23
652121,642228,9459.20,2023-05-24
372928,189206,5872.26,2023-05-05
365761,673211,8417.19,2022-08-24
749495,29242,9902.81,2023-05-27
890771,734391,211.87,2023-08-03
673562,866679,8738.95,2022-10-26
664119,483552,4731.78,2023-06-29
485142,731141,9610.60,2023-06-23
421135,364021,5673.53,2023-06-03
716924,494786,3835.76,2023-01-20
513983,828558,5247.42,2022-12-31
952931,153529,6777.54,2023-07-19
933964,652127,2969.72,2022-12-14
975662,444849,519.40,2023-01-04
282711,622139,288.10,2023-03-20
771003,772826,4595.01,2022-08-27
240921,552575,9032.36,2023-02-01
99408,451574,5023.55,2022-11-06
208230,861811,2776.57,2022-09-25
511681,914501,6453.57,2023-05-11
867723,736975,4848.95,2023-05-23
9762,505317,2734.75,2022-10-05
673454,754275,7873.35,2023-02-22
268481,365900,4229.10,2023-05-17
342916,799667,1450.93,2023-03-06
607717,707237,6651.67,2023-05-24
122195,276847,1664.61,2023-03-11
739838,584011,9320.84,2022-10-03
444395,239214,5351.17,2022-12-24
962891,74523,2684.39,2023-01-08
665593,910464,7529.86,2022-10-11
126115,470780,5854.60,2023-01-02
117042,212738,6875.35,2022-10-03
94114,368255,3852.35,2023-02-15
536138,745750,4092.30,2023-06-13
90001,164646,4204.15,2023-01-22
541832,636059,6562.49,2023-04-02
739864,895228,2245.42,2022-09-09
863200,56405,6765.58,2023-04-27
754541,44188,4110.32,2023-01-01
191527,252393,447.74,2022-10-07
73195,762172,1491.64,2023-07-16
839657,965310,2363.70,2022-12-08
397707,731101,832.76,2023-02-25
794513,96772,9185.02,2023-01-03
227486,280843,4766.13,2022-09-13
454539,754892,6883.91,2023-05-27
550889,578579,1567.47,2023-02-15
909200,538456,6065.36,2023-07-03
633902,986981,2553.79,2023-02-19
144320,80415,3467.86,2023-02-18
30652,238414,559.49,2022-12-31
155497,580773,2047.58,2022-12-04
639081,538557,4548.67,2023-03-09
445914,203106,7555.54,2022-12-22
371790,841332,11.40,2023-01-15
789759,488665,7099.97,2023-06-22
158919,644512,4171.13,2022-11-09
959611,140900,9466.26,2023-05-11
952996,901312,5183.98,2023-04-28
24167,868355,8362.39,2022-12-04
332128,774342,6350.11,2023-02-05
409896,417071,1095.19,2023-03-24
464290,970016,6174.79,2022-12-26
862934,210562,4742.92,2022-09-10
45814,139908,4981.35,2023-01-23
132941,204391,2510.13,2023-05-07
379349,934357,4123.55,2023-06-10
700786,719216,9068.90,2023-03-06
548925,838036,3724.47,2023-06-09
705347,767708,4718.20,2022-12-07
44308,247024,925.91,2023-02-21
319725,537550,3171.70,2022-08-10
177444,608355,5546.60,2023-01-13
198962,178956,2898.68,2023-03-31
888147,458498,5550.63,2023-06-29
949694,754049,7816.36,2023-01-02
279996,385009,9272.88,2023-03-21
72810,470692,9974.42,2023-04-16
35939,700427,8885.42,2023-07-12
397123,169978,9548.55,2023-06-10
19891,410683,423.54,2023-05-10
213308,225544,8139.80,2023-02-24
627588,883983,4135.31,2022-12-11
613469,129396,7100.75,2022-10-03
616956,635749,1959.37,2023-04-10
157469,633602,9552.18,2023-01-07
546803,592282,4755.04,2022-12-15
930027,346015,8531.74,2023-04-26
361859,716306,9868.11,2023-06-25
214101,177300,8784.89,2022-09-10
651914,663638,1863.09,2022-10-02
919102,75751,5648.51,2023-04-28
867888,842473,4314.31,2022-08-25
667639,654077,4599.65,2023-04-22
166533,286874,7830.98,2022-09-29
11125,122698,1171.22,2022-12-18
243122,316414,7683.27,2023-04-15
25739,813272,3115.75,2023-02-22
74524,513368,2732.16,2022-12-25
87607,754892,1514.33,2023-02-17
632718,56265,7106.35,2023-07-21
28897,659850,4742.26,2023-01-30
702571,598432,218.81,2023-07-20
538120,878482,5106.92,2023-02-22
714990,721652,3295.94,2022-12-29
968048,67946,2212.86,2023-05-17
905565,738271,2137.11,2023-03-06
734673,205632,5646.45,2023-05-13
572362,599259,4469.23,2022-12-24
784381,992369,5985.18,2022-09-01
581662,78112,4072.05,2022-09-08
106812,917985,1200.43,2023-05-26
211728,183503,1476.04,2023-04-11
594786,900658,4033.23,2023-02-22
853618,715088,198.96,2022-11-09
542505,338507,9398.46,2022-11-05
803717,504162,5063.28,2022-08-16
935295,919533,6029.96,2022-12-08
28751,593070,4.09,2022-11-25
681848,723998,1945.47,2023-08-03
952632,576391,669.56,2023-01-07
795742,826755,3698.59,2023-04-18
491055,942169,4623.50,2023-02-10
47907,600605,4151.23,2022-08-09
797018,618599,7862.88,2023-05-28
919380,153387,5894.74,2023-06-07
506653,84625,795.34,2022-10-18
304981,160523,7247.45,2022-08-14
307088,654971,93.37,2022-08-16
763711,867255,5272.77,2023-05-14
594771,546161,1906.18,2023-06-16
7981,729164,7000.43,2023-06-01
907454,299490,9309.14,2022-12-27
716287,34508,5148.88,2023-03-13
396999,567097,120.60,2023-06-19
125472,693465,1746.82,2023-04-13
909137,528528,6276.77,2022-08-26
776966,146237,7599.34,2022-09-15
143236,890144,5825.35,2022-10-05
63778,276877,5350.86,2023-07-28
609046,705298,8568.05,2023-03-09
175474,715088,5157.86,2022-09-15
67157,222369,5223.16,2023-05-16
861459,332090,2385.90,2023-06-13
18997,764501,1856.96,2023-01-01
50078,357189,4640.88,2023-07-06
76875,723362,9824.92,2023-07-05
771650,505934,7603.70,2023-02-09
214547,768554,9553.65,2023-07-09
871475,417071,6053.11,2023-04-04
679505,519135,7372.57,2023-03-26
314880,469747,9313.15,2022-09-06
130960,493319,6853.81,2022-08-16
397566,826755,9804.67,2023-05-29
960453,489947,2987.59,2022-12-11
404971,447053,451.14,2023-01-26
987641,120023,2819.47,2023-03-22
398665,586589,7497.73,2022-08-30
748289,244312,5646.76,2023-03-23
341944,26079,7188.01,2022-09-26
713889,527917,837.98,2023-01-18
113921,708481,7733.88,2023-04-27
955007,779738,6454.44,2023-03-06
314044,395267,269.17,2023-05-24
861236,546859,629.70,2023-03-18
678089,200795,6412.61,2023-07-25
459734,606848,8438.39,2022-10-25
642803,418892,613.73,2023-07-18
785209,793937,5473.36,2022-08-17
673471,206679,2743.83,2023-03-12
857775,155494,3738.26,2023-01-23
412795,735394,7425.67,2023-05-04
154159,996280,1395.92,2023-07-01
304753,345185,2325.12,2022-11-22
954145,203351,4968.80,2023-01-28
604911,799783,4400.23,2022-12-30
13856,837266,7723.03,2023-06-22
768974,857722,2617.10,2023-07-28
734453,799667,6511.86,2023-01-26
122792,270923,2446.13,2022-12-25
404310,101443,8533.85,2023-08-04
531443,678337,535.76,2022-10-13
136207,710747,1.82,2023-03-16
699963,436457,1598.64,2022-10-26
628239,884519,2273.57,2023-05-07
286187,482323,8994.55,2023-02-22
303868,27753,2044.78,2022-12-27
601696,209872,9987.92,2023-01-03
585933,855291,5691.46,2023-07-07
66495,563375,2501.64,2023-02-04
491830,133882,9560.18,2022-11-14
337364,289124,5368.61,2022-08-16
369571,586589,7325.10,2023-07-15
809558,395636,8585.60,2023-02-07
978498,195340,8703.18,2022-09-22
759245,280145,7179.59,2022-09-15
50093,91309,6137.55,2022-12-27
701326,674679,3256.21,2023-06-12
211529,710773,4978.43,2022-12-25
300823,483073,2723.87,2022-11-15
33240,122517,2502.08,2022-08-31
705286,984686,3424.76,2023-01-27
123538,633602,3424.63,2023-05-08
227056,499983,5829.45,2023-01-31
998205,423860,4529.82,2023-02-08
990330,340148,6948.33,2022-08-22
259947,908636,6642.69,2023-03-09
78446,801291,1058.46,2022-12-26
990054,101069,7532.39,2022-08-14
841097,496162,6316.42,2023-03-20
61535,105269,447.06,2022-12-31
953501,129906,5060.18,2022-10-04
654922,612254,4758.26,2023-03-27
174433,69236,7767.52,2022-09-16
211622,266263,6113.12,2023-05-19
388829,482773,3467.61,2022-10-29
42339,14573,1400.30,2023-07-12
868336,530877,7940.90,2023-06-21
143558,383010,8030.96,2023-05-07
714469,813272,4121.34,2023-01-21
735414,691316,2306.50,2022-09-20
342720,804926,9618.71,2022-10-22
198802,270923,5540.98,2022-10-15
348880,695419,5476.85,2023-05-11
749970,517619,3507.69,2023-01-22
561250,469160,7750.73,2023-05-09
694994,553503,2632.55,2023-04-11
503138,994657,1437.52,2023-07-06
548433,563943,3687.92,2022-10-09
258331,870682,3933.56,2023-06-02
717898,392722,1897.83,2023-03-19
142968,292578,8809.91,2023-01-23
468410,557953,8427.82,2023-07-01
881327,634751,2624.97,2023-07-11
582387,327088,9157.30,2022-09-22
654622,370800,3714.65,2023-02-09
753571,740913,5157.01,2023-06-05
3931,180161,1176.90,2023-06-30
713258,578579,4706.00,2023-07-13
975273,530294,412.21,2023-07-02
663580,497634,661.08,2022-09-30
790357,693800,2465.08,2023-08-02
430646,662464,6827.40,2023-02-23
850198,360456,6505.56,2022-11-20
341223,15017,4752.26,2022-09-09
141829,701854,8220.31,2022-08-14
732905,40999,2449.07,2023-02-18
36712,618757,8021.56,2023-04-14
897223,127382,9350.26,2022-08-31
162652,172446,6150.04,2023-07-28
641461,236041,2874.52,2022-10-19
390131,183711,1516.71,2023-01-05
840706,511794,8035.59,2023-04-24
428682,687650,3047.93,2023-05-22
996351,868355,9915.99,2023-06-19
697215,66081,527.52,2022-09-04
271463,231563,7901.84,2022-08-14
838272,897917,7003.67,2022-08-25
259476,360456,9314.73,2022-10-03
197220,763525,3723.59,2023-06-19
315799,377638,2609.73,2023-04-21
189059,835860,5475.13,2022-08-31
607080,295146,2665.27,2023-02-15
37885,227820,3896.27,2022-08-10
980892,554581,6360.57,2022-12-10
719480,534637,3653.06,2023-04-26
577557,167948,2022.43,2022-10-18
365978,325237,6588.10,2022-12-22
473095,516000,2688.82,2022-10-20
470452,241259,1264.98,2022-12-25
811777,342667,3636.14,2023-06-28
252070,55726,7775.72,2023-02-21
861891,224703,1206.31,2022-11-24
111722,417071,7123.54,2022-10-26
453940,700614,8940.46,2023-06-30
433047,968048,8724.61,2023-03-01
517725,266394,390.89,2023-06-10
741487,425683,1208.79,2022-12-01
558397,614707,6261.86,2022-08-18
648026,679028,4085.61,2023-06-23
576165,542351,6145.90,2022-10-28
102219,367215,1227.02,2023-03-24
995606,936310,2734.29,2023-01-13
539647,381332,8706.62,2023-01-25
452344,916349,5906.01,2022-10-30
153936,29276,6690.34,2023-01-26
509032,364021,3327.41,2023-01-09
